idmesa,codimesa,mesatancada,comarca,vnuls,vblancs,verc,vjxc,vcup,vpsc,vcs,vppc,vcom,vpacma,vdialeg,vpumjust,vrecortes,vfamilia,vdn,vpfiv,vconver,vunidos,vcilus,cens,acta,hihavots,hihaacta,origen,datetime,user,mesavalidada,mesacorrecte
7282,0826601012B,1,VALLÈS OCCIDENTAL,2,4,95,59,19,132,182,25,55,6,,,3,,,,,,,670,7282-2dabfab3-78ea-43df-ac59-9b4504f03c57.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7283,0826601012C,1,VALLÈS OCCIDENTAL,1,3,102,56,22,99,135,22,55,8,,,2,,,,,,,607,7283-0ca41cf1-7cf8-45ab-b2d8-cd96a26f5a20.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7284,0826601013U,1,VALLÈS OCCIDENTAL,2,7,161,96,30,120,226,21,65,8,,,3,,,,,,,866,7284-5a91336c-0334-40d1-9d01-b75865c5b51f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7285,0826601014A,1,VALLÈS OCCIDENTAL,2,3,155,76,37,111,199,26,75,4,,,3,,,,,,,778,7285-1515500786-2de7719058fc2ab2f9991375992fe76e-34397c100b31515ad8c35322f8e76bfd.jpg,1,1,CDR,2018-01-10 12:14:34,vallesoc01,1,1
7286,0826601014B,1,VALLÈS OCCIDENTAL,4,2,150,76,32,134,202,21,72,8,,,0,,,,,,,791,7286-1515500871-5d098da6b84c2bb69aff46a24b89e0bc-0ccca46d67ef2a25e27f7b1e3451ca43.jpg,1,1,CDR,2018-01-10 12:15:37,vallesoc01,1,1
7287,0826601015A,1,VALLÈS OCCIDENTAL,3,5,86,30,20,127,239,41,59,9,,,4,,,,,,,728,7287-b3c3327f-42e0-465d-9399-7a26869339cb.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7288,0826601015B,1,VALLÈS OCCIDENTAL,1,3,86,31,11,167,262,47,74,10,0,,4,,,,,,,826,7288-ee9bcf78-3bd1-4b75-8681-a0608c0e1d32.jpg,1,1,CDR,2018-01-04 13:52:08,vallesoc01,1,1
7289,0826601016A,1,VALLÈS OCCIDENTAL,3,2,65,36,18,140,183,23,47,2,,,2,,,,,,,611,7289-351b949b-81e3-46fd-b609-fd3834efd299.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7290,0826601016B,1,VALLÈS OCCIDENTAL,5,2,78,32,11,151,185,29,51,6,,,3,,,,,,,645,7290-a4426528-b8c9-4536-afaa-d31fd4a48c9d.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7291,0826601017A,1,VALLÈS OCCIDENTAL,1,1,76,37,24,128,223,20,67,6,,,3,,,,,,,736,7291-34c3b740-57cd-4c99-b40e-7564e518532a.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7292,0826601017B,1,VALLÈS OCCIDENTAL,2,1,109,44,26,118,251,32,91,9,,,2,,,,,,,831,7292-29da89fd-3990-4655-abb1-bac04b71ec9f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7293,0826601018A,1,VALLÈS OCCIDENTAL,4,2,118,73,22,86,135,21,63,3,,,1,,,,,,,623,7293-23d5d21d-e974-470d-81d7-68e374f7b462.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7294,0826601018B,1,VALLÈS OCCIDENTAL,2,2,129,70,19,112,199,22,79,5,,,,,,,,,,742,7294-515e9a19-6344-4fab-afc2-7958779b5f95.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7295,0826601018C,1,VALLÈS OCCIDENTAL,1,1,132,76,27,80,178,22,57,5,0,,0,,,,,,,679,7295-b2d134f2-0f72-43df-95c5-7876f32167fe.jpg,1,1,CDR,2018-01-04 13:52:57,vallesoc01,1,1
7296,0826601019A,1,VALLÈS OCCIDENTAL,,2,86,46,11,91,128,26,53,4,,,1,,,,,,,527,7296-f6f127a7-34ad-4aba-b0f3-74c6b98426ac.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7297,0826601019B,1,VALLÈS OCCIDENTAL,,2,94,50,19,122,147,29,46,5,,,,,,,,,,617,7297-c15a5597-4e23-43e0-8417-2245b91acd09.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7298,0826601019C,1,VALLÈS OCCIDENTAL,1,,82,62,13,87,136,22,53,6,,,2,,,,,,,546,7298-adcf7ce5-3720-4029-9951-c506cfbb47b2.jpg,1,1,ANC,2017-12-31 10:01:15,,1,0
7299,0826601020A,1,VALLÈS OCCIDENTAL,1,8,108,263,20,47,135,24,21,5,0,,1,,,,,,,706,7299-9d618ef6-5f2a-47cc-a503-3b6817699df8.jpg,1,1,CDR,2018-01-04 13:53:46,vallesoc01,1,1
7300,0826601020B,1,VALLÈS OCCIDENTAL,2,3,82,170,16,55,101,27,17,3,0,,0,,,,,,,538,7300-3f18c2fe-1636-40a7-bfab-f36c5c6e7c46.jpg,1,1,CDR,2018-01-04 13:54:48,vallesoc01,1,1
7301,0826601020C,1,VALLÈS OCCIDENTAL,0,10,118,290,27,66,148,32,23,6,0,,0,,,,,,,795,7301-2546e241-4d27-43b8-b267-ab21479023a8.jpg,1,1,CDR,2018-01-04 13:58:02,vallesoc01,1,1
7302,0826601027A,1,VALLÈS OCCIDENTAL,4,3,88,32,10,102,188,14,39,9,,,,,,,,,,641,7302-d7ceeb6b-394a-4749-91e4-86dc209a7442.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7303,0826601027B,1,VALLÈS OCCIDENTAL,1,3,71,49,12,109,176,38,52,8,,,2,,,,,,,668,7303-b565593a-39c5-44d6-b50b-53b9e47e8984.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7304,0826601028A,1,VALLÈS OCCIDENTAL,2,2,116,108,21,67,128,25,37,5,,,2,,,,,,,575,7304-1515500499-7bfcde08c99d330ea6343a61e910e389-df922b77a5f3430818ced3bcbe103b8e.jpg,1,1,CDR,2018-01-10 12:16:41,vallesoc01,1,1
7305,0826601028B,1,VALLÈS OCCIDENTAL,1,6,138,137,32,87,174,37,57,1,0,,0,,,,,,,773,7305-b46164a5-4c60-44e1-8a8d-cae5b7a3e0cc.jpg,1,1,CDR,2018-01-04 13:59:30,vallesoc01,1,1
7306,0826601029A,1,VALLÈS OCCIDENTAL,2,3,119,84,27,126,172,22,87,5,,,2,,,,,,,730,7306-198f1cb9-81d1-4fc1-a8ec-1a4b09e77a9b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7307,0826601029B,1,VALLÈS OCCIDENTAL,2,2,145,97,43,139,189,27,87,6,0,,1,,,,,,,832,7307-27000f0c-a90b-490d-889f-cccfc76ddc03.jpg,1,1,CDR,2018-01-04 14:01:03,vallesoc01,1,1
7308,0826601030A,1,VALLÈS OCCIDENTAL,1,1,97,100,29,88,93,13,37,3,,,0,,,,,,,531,7308-1515500566-905dd4847d5b54f47dfe2b6f47139341-df8b4fc95f19f81e08be83030bc88807.jpg,1,1,CDR,2018-01-10 12:17:38,vallesoc01,1,1
7309,0826601030B,1,VALLÈS OCCIDENTAL,3,5,135,86,23,107,132,21,68,3,,,1,,,,,,,664,7309-1515500632-deb6f94e5a05088cecbd71d8372a03ab-6398d74af72e9c47afc304fc08a8ab69.jpg,1,1,CDR,2018-01-10 12:18:39,vallesoc01,1,1
7310,0826601030C,1,VALLÈS OCCIDENTAL,0,2,144,137,37,79,129,19,52,6,,,0,,,,,,,700,7310-1515500701-8677f3856bc5a0224cb8d0dc77c5f257-849cd5891e4aa22f220185a43f38d9ab.jpg,1,1,CDR,2018-01-10 12:19:35,vallesoc01,1,1
7311,0826601031A,1,VALLÈS OCCIDENTAL,1,,50,20,11,80,132,12,42,3,,,,,,,,,,399,7311-c708ba1c-394d-4ef1-a8d3-eee0ff29ded3.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7312,0826601031B,1,VALLÈS OCCIDENTAL,1,1,54,23,12,96,130,25,58,4,,,2,,,,,,,464,7312-abe4a65c-ba94-4520-ac74-29c3ab2d97a4.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7313,0826601032U,1,VALLÈS OCCIDENTAL,2,1,118,80,38,84,157,22,47,3,,,2,,,,,,,637,7313-1515501417-77de6c58f07d669e1c0337957da48785-be5358eda3350af2d8786cb76a7eaedd.jpg,1,1,CDR,2018-01-09 13:36:57,vallesoc05,1,1
7314,0826601033A,1,VALLÈS OCCIDENTAL,1,2,65,21,25,99,162,7,47,4,,,3,,,,,,,511,7314-5be1a2e2-b5ed-4b27-ad78-e2946a349402.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7315,0826601033B,1,VALLÈS OCCIDENTAL,,5,96,23,9,128,158,18,67,9,,,1,,,,,,,606,7315-36ffbdf7-0ddf-4eb1-b58e-514e5a5b0985.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7316,0826601034A,1,VALLÈS OCCIDENTAL,3,4,124,42,22,115,189,13,73,6,,,4,,,,,,,701,7316-5b3fea36-8a6c-49ae-ad72-c40a2b23f3c7.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7317,0826601034B,1,VALLÈS OCCIDENTAL,1,5,131,51,21,116,198,22,76,9,,,2,,,,,,,750,7317-d4dfb8ed-9847-4ad6-8905-765cf10d77d0.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7318,0826601035A,1,VALLÈS OCCIDENTAL,2,3,145,72,37,116,181,17,81,6,,,2,,,,,,,785,7318-262c423b-fd91-4879-885f-049d3b20422b.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7319,0826601035B,1,VALLÈS OCCIDENTAL,3,1,149,86,40,139,194,22,80,7,,,1,,,,,,,846,7319-1515499690-6a6c302fc864cdfe4047ede493a5201c-4c56848a5b41b3b35d68e1c5d8011bdf.jpg,1,1,CDR,2018-01-10 12:20:49,vallesoc01,1,1
7320,0826601036A,1,VALLÈS OCCIDENTAL,1,0,98,57,24,71,121,14,58,3,,,0,,,,,,,505,7320-1515499539-20db9af5e96a92a39508a445369f6900-a1186a99117da773e08a999e4a95f8a9.jpg,1,1,CDR,2018-01-10 12:21:37,vallesoc01,1,1
7321,0826601036B,1,VALLÈS OCCIDENTAL,1,3,133,45,27,104,136,10,75,3,,,2,,,,,,,599,7321-1515499617-74969726e4ce67253efc97f670873ed7-4d6607b0dddd4f5732a7f83bb993acbf.jpg,1,1,CDR,2018-01-10 12:22:42,vallesoc01,1,1
7322,0826601037A,1,VALLÈS OCCIDENTAL,1,4,75,56,15,72,115,12,50,7,0,,1,,,,,,,453,7322-3f0797c4-7541-4993-9f92-35527c089c81.jpg,1,1,CDR,2018-01-04 14:02:13,vallesoc01,1,1
7323,0826601037B,1,VALLÈS OCCIDENTAL,1,2,100,47,14,70,147,7,41,7,0,,3,,,,,,,510,7323-cd99bd1c-e079-43d2-8497-220990f2de27.jpg,1,1,CDR,2018-01-04 14:03:05,vallesoc01,1,1
7324,0826601038U,1,VALLÈS OCCIDENTAL,2,5,158,117,46,125,188,19,86,8,,,2,,,,,,,875,7324-7e4ba085-144c-46c7-9586-2a607c3a563a.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7325,0820501001A,1,VALLÈS OCCIDENTAL,1,1,143,177,43,54,72,20,47,3,,,1,,,,,,,661,7325-dabb1487-dd7c-497d-a13d-ea9ae3766cd4.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7326,0820501001B,1,VALLÈS OCCIDENTAL,2,5,148,190,41,36,79,27,20,1,,,,,,,,,,686,7326-7432212c-a4c4-4496-9ea1-1f8e94190429.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7327,0820501002A,1,VALLÈS OCCIDENTAL,3,1,119,167,32,51,67,17,48,3,,,1,,,,,,,599,7327-e7a92aae-dab7-41fb-a08e-6829d4c69a05.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7328,0820501002B,1,VALLÈS OCCIDENTAL,2,,128,137,45,59,78,7,35,3,,,,,,,,,,584,7328-1bbae38a-6ae6-4e43-885c-0c90ed18241f.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7329,0820501003U,1,VALLÈS OCCIDENTAL,,3,178,228,61,93,124,19,51,3,,,2,,,,,,,903,7329-9f67d140-9208-48b4-ac69-299e1000a1da.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7330,0820501004A,1,VALLÈS OCCIDENTAL,1,1,138,193,37,72,101,31,49,6,,,1,,,,,,,731,7330-1516705361-04865679afc3769daa0ce645cf37ff8c-4bb24a985ef50477af500139a0ba97f2.jpg,1,1,CDR,2018-01-23 12:02:41,vallesoc07,1,1
7331,0820501004B,1,VALLÈS OCCIDENTAL,1,6,157,198,46,70,120,13,52,6,,,,,,,,,,748,7331-1516705452-5915b6f3faa293147a5c1bce5c426517-73cfb96581f9af14439cf4d11b1360ef.jpg,1,1,CDR,2018-01-23 12:04:12,vallesoc07,1,1
7332,0820501005A,1,VALLÈS OCCIDENTAL,2,2,125,138,25,60,93,5,37,2,0,,1,,,,,,,568,7332-8893e654-4157-4c8d-a55d-a156e5439ac1.jpg,1,1,CDR,2018-01-04 14:04:42,vallesoc01,1,1
7333,0820501005B,1,VALLÈS OCCIDENTAL,1,5,147,144,35,59,112,3,36,5,,,1,,,,,,,645,7333-b358b14b-7dc8-4e24-9405-3deef46d12ca.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7334,0820501006A,1,VALLÈS OCCIDENTAL,5,6,113,128,35,119,149,25,57,7,,,,,,,,,,786,7334-1516702153-611b6541d0ce6ce9e16db70514549686-64477f1768984f0add72e6eb135f47a6.jpg,1,1,CDR,2018-01-23 11:09:13,vallesoc07,1,1
7335,0820501006B,1,VALLÈS OCCIDENTAL,1,2,171,167,37,120,231,28,68,1,,,2,,,,,,,994,7335-1516702094-8c4d50a445a6297d18e819c93b2f1d87-2db37174506eb1c38ceb8da55bdfb6ee.jpg,1,1,CDR,2018-01-23 11:08:14,vallesoc07,1,1
7336,0820501007U,1,VALLÈS OCCIDENTAL,2,6,126,99,34,118,134,14,44,5,,,2,,,,,,,698,7336-1515700127-634f4586491848902dfed1d5253a7c5a-93cc5c527b015f5758044c9c3c8226be.jpg,1,1,CDR,2018-01-11 20:48:47,vallesoc01,1,1
7337,0820501008A,1,VALLÈS OCCIDENTAL,1,3,153,129,45,92,147,19,69,9,,,1,,,,,,,777,7337-1516702281-8639c31c842990734bd52dd8783e11c9-4820a4c71ae59369ba10a989a7bbf41d.jpg,1,1,CDR,2018-01-23 11:11:21,vallesoc07,1,1
7338,0820501008B,1,VALLÈS OCCIDENTAL,1,3,203,157,37,117,183,33,80,9,,,2,,,,,,,963,7338-1516702228-e4151588a999b1a3507c0c4888649e4f-96df2a43cef761f07454b4b4204735c0.jpg,1,1,CDR,2018-01-23 11:10:28,vallesoc07,1,1
7339,0820501009A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,607,,0,0,ANC,2017-12-31 10:01:15,,0,0
7340,0820501009B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,615,,0,0,ANC,2017-12-31 10:01:15,,0,0
7341,0820501010U,1,VALLÈS OCCIDENTAL,2,5,188,187,36,123,168,14,68,5,0,,4,,,,,,,963,7341-7ea17b62-4d0b-4f67-8917-c27c477c61b8.jpg,1,1,CDR,2018-01-22 09:19:52,admin,1,1
7342,0820501011A,1,VALLÈS OCCIDENTAL,1,2,111,123,32,64,103,18,43,6,0,0,3,0,0,0,0,0,0,588,7342-1516704801-4a068c8670e9a93ccdd109b19c898101-2b73454442f8b773b0f9105e87da776e.jpg,1,1,CDR,2018-01-23 17:22:06,vallesoc01,1,1
7343,0820501011B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,723,,0,0,ANC,2017-12-31 10:01:15,,0,0
7344,0820501012A,1,VALLÈS OCCIDENTAL,3,6,113,268,36,83,197,25,23,1,0,,1,,,,,,,855,7344-39c97d08-e7f3-4612-929a-dcb76d1e317c.jpg,1,1,CDR,2018-01-04 14:06:15,vallesoc01,1,1
7345,0820501012B,1,VALLÈS OCCIDENTAL,0,5,83,253,30,77,193,26,25,3,0,,1,,,,,,,802,7345-1c9256c2-8f8f-49d5-aa40-93d35405a61a.jpg,1,1,CDR,2018-01-04 14:06:55,vallesoc01,1,1
7346,0820501013A,1,VALLÈS OCCIDENTAL,,4,96,139,20,52,117,4,23,5,,,,,,,,,,496,7346-59fb65c0-8b10-400a-9b96-1e17a031e869.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7347,0820501013B,1,VALLÈS OCCIDENTAL,1,4,91,156,17,60,138,6,36,1,,,,,,,,,,554,7347-ab5b5866-ac80-486c-b140-83db1e45f855.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7348,0820501014U,1,VALLÈS OCCIDENTAL,1,4,150,217,38,52,141,7,44,2,,,1,,,,,,,722,7348-b5bfb5f1-2989-4551-a2c7-5071670975ac.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7349,0820501015A,1,VALLÈS OCCIDENTAL,2,5,161,237,30,81,185,25,43,5,0,,0,,,,,,,839,7349-b53f4fc8-deed-409f-9b50-5a15ab694049.jpg,1,1,CDR,2018-01-04 14:12:18,vallesoc01,1,1
7350,0820501015B,1,VALLÈS OCCIDENTAL,1,4,163,227,34,95,172,22,44,4,0,,1,,,,,,,843,7350-d2d65014-9afb-4c91-a1ee-b8931351ef5d.jpg,1,1,CDR,2018-01-04 14:20:42,vallesoc01,1,1
7351,0820501016U,1,VALLÈS OCCIDENTAL,4,2,150,247,18,75,145,24,46,3,,,,,,,,,,779,7351-1523a326-796b-41e9-a4e1-958400c41fba.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7352,0820501017A,1,VALLÈS OCCIDENTAL,,2,132,183,14,72,195,23,47,7,,,2,,,,,,,804,7352-51934070-85c5-48bb-9af5-72dee1afed31.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7353,0820501017B,1,VALLÈS OCCIDENTAL,,6,176,188,22,82,190,19,50,1,,,2,,,,,,,857,7353-34763f30-5630-4216-865d-829eab9933d3.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7354,0820501018A,1,VALLÈS OCCIDENTAL,1,7,117,110,12,48,155,21,26,3,,,,,,,,,,559,7354-1516863524-718eb3a691f90436c2cf74d5997f4517-a13439270e74285f8a8341a32bc11bbd.jpg,1,1,CDR,2018-01-25 07:58:44,admin,1,1
7355,0820501018B,1,VALLÈS OCCIDENTAL,,3,117,115,16,56,171,16,28,3,,,,,,,,,,599,7355-1516863524-a8a78ed5fc1813db97d65520259b0bd1-ad93f1f4f8a130df51ba51e121bf2f0b.jpg,1,1,CDR,2018-01-25 21:59:02,acta2vots,1,1
7356,0820501019U,1,VALLÈS OCCIDENTAL,,4,139,220,21,81,178,16,47,1,,,2,,,,,,,770,7356-188955ec-c726-4fcf-a343-0a56544519b5.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7357,0820501020U,1,VALLÈS OCCIDENTAL,1,7,212,212,34,124,210,14,66,5,,,1,,,,,,,974,7357-245c488a-d387-4b13-87cc-5d4175d12bc8.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7358,0820501021U,1,VALLÈS OCCIDENTAL,2,2,166,171,41,85,75,6,46,5,,,1,,,,,,,703,7358-43cd36c4-6c74-4505-874b-a092f35946c8.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7359,0820501022U,1,VALLÈS OCCIDENTAL,1,7,203,159,40,112,160,22,56,12,,,1,,,,,,,944,7359-1515700235-bba2f6c36556567a220ea7b4230cc644-ddcde014f16d145f60c036417e8598e6.jpg,1,1,CDR,2018-01-11 20:50:35,vallesoc01,1,1
7360,0820501023A,1,VALLÈS OCCIDENTAL,2,5,102,134,23,46,100,14,34,3,,0,0,,,,,,,501,7360-f5663646-73c8-4d63-b259-a3cc0ddfaa99.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7361,0820501023B,1,VALLÈS OCCIDENTAL,0,0,150,144,18,56,114,11,41,4,0,,0,,,,,,,574,7361-03252181-5938-44e2-83dd-6cd3fcb87cd1.jpg,1,1,CDR,2018-01-04 14:21:43,vallesoc01,1,1
7362,0820502001A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,518,,0,0,ANC,2017-12-31 10:01:15,,0,0
7363,0820502001B,1,VALLÈS OCCIDENTAL,1,3,64,193,10,53,147,22,20,1,,,,,,,,,,570,7363-1516863524-1a68bfaea2c941f4383dafb3042fc1bc-fa993d80da46af154357cea638203d79.jpg,1,1,CDR,2018-01-25 07:58:44,admin,1,1
7364,0820502002A,1,VALLÈS OCCIDENTAL,5,1,125,187,33,64,99,21,36,2,,,1,,,,,,,663,7364-1516705409-09cdba0f5e38aa8ca9e8fe2da26a3164-5ab932a145cd417c31b26198e0e1fcae.jpg,1,1,CDR,2018-01-23 12:03:29,vallesoc07,1,1
7365,0820502002B,1,VALLÈS OCCIDENTAL,1,4,134,159,42,67,119,18,39,2,,,1,,,,,,,689,7365-1516705497-36f4d0d9295c536102652c2103cc45b1-990f6324fabb80fcdef75ef4223cb61b.jpg,1,1,CDR,2018-01-23 12:04:57,vallesoc07,1,1
7366,0820502003A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,512,,0,0,ANC,2017-12-31 10:01:15,,0,0
7367,0820502003B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,608,,0,0,ANC,2017-12-31 10:01:15,,0,0
7368,0820502004U,0,VALLÈS OCCIDENTAL,,7,114,227,37,98,217,46,52,3,,,2,,,,,,,916,,1,0,ANC,2017-12-31 10:01:15,,1,1
7369,0820502005U,0,VALLÈS OCCIDENTAL,2,5,205,235,45,65,140,19,46,6,,,2,,,,,,,952,,1,0,ANC,2017-12-31 10:01:15,,1,1
7370,0820502006A,1,VALLÈS OCCIDENTAL,0,3,55,185,15,60,150,31,18,1,0,,0,,,,,,,573,7370-b058c627-12e8-4543-99cc-86a8c22c833a.jpg,1,1,CDR,2018-01-04 14:22:20,vallesoc01,1,1
7371,0820502006B,1,VALLÈS OCCIDENTAL,2,3,63,197,4,70,154,14,28,3,,,,,,,,,,605,7371-efe72d54-eb57-4c1c-a147-e91d4b8561fd.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7372,0820502007A,1,VALLÈS OCCIDENTAL,1,3,94,146,39,39,99,16,28,3,,,,,,,,,,542,7372-1515852942-565b187b951b2e5ac287e6fbb430d5a5-6f7c9f3d600e7881f351236230a8e6a2.jpg,1,1,CDR,2018-01-13 15:15:42,vallesoc01,1,1
7373,0820502007B,0,VALLÈS OCCIDENTAL,2,1,98,169,32,43,108,32,28,6,,,,,,,,,,591,,1,0,ANC,2017-12-31 10:01:15,,1,1
7374,0820502008A,1,VALLÈS OCCIDENTAL,6,6,84,162,29,60,130,15,37,4,0,,,,,,,,,604,7374-005df948-badb-42c0-b2a1-33cac091f8ba.jpg,1,1,CDR,2018-01-04 14:23:36,vallesoc01,1,1
7375,0820502008B,1,VALLÈS OCCIDENTAL,1,5,97,205,25,59,119,25,22,,,,,,,,,,,629,7375-56cadaa7-9726-4ef3-bf59-972a926ac083.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7376,0820502009A,1,VALLÈS OCCIDENTAL,1,8,98,202,30,80,131,12,40,3,0,0,1,0,0,0,0,0,0,671,7376-1516702781-e797de300442a0234765debebfec4660-625dbd7d822a4af0303cec98b2468807.jpg,1,1,CDR,2018-01-23 17:23:21,vallesoc01,1,1
7377,0820502009B,1,VALLÈS OCCIDENTAL,2,5,123,233,32,71,155,14,35,3,0,0,0,0,0,0,0,0,0,756,7377-1516702694-b9f8e2213a0016e79149dd524d236588-8c4f7982a003575b123d34506def494e.jpg,1,1,CDR,2018-01-23 17:25:21,vallesoc01,1,1
7378,0820502010A,1,VALLÈS OCCIDENTAL,,2,91,196,26,55,145,11,24,4,,,,,,,,,,612,7378-5b21b1f3-ce89-499b-98b1-f618e58aed24.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7379,0820502010B,1,VALLÈS OCCIDENTAL,3,4,114,258,18,73,181,19,37,5,,,4,,,,,,,786,7379-1f5cccc7-249c-4c9a-a818-fd026b0df0e2.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7380,0820502011A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,484,,0,0,ANC,2017-12-31 10:01:15,,0,0
7381,0820502011B,1,VALLÈS OCCIDENTAL,,2,71,129,6,38,126,40,23,4,,,,,,,,,,498,7381-1516702929-3a1941418f361733a2e68b2d91cafc9d-d6c2a413e5fcde4fffab584db0960293.jpg,1,1,CDR,2018-01-23 11:22:09,vallesoc07,1,1
7382,0820502012A,1,VALLÈS OCCIDENTAL,1,4,89,184,16,57,116,23,31,3,,,,,,,,,,575,7382-49dc8f4f-d038-4fff-b442-68213922cc15.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7383,0820502012B,1,VALLÈS OCCIDENTAL,,1,99,159,25,76,118,19,29,3,,,4,,,,,,,580,7383-23a60585-b281-4ab2-8734-0e1e46809b62.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7384,0820503001A,1,VALLÈS OCCIDENTAL,,2,104,176,28,34,98,7,26,1,,,,,,,,,,586,7384-35f86336-b8d1-45b7-a352-6c4bdcbf96bf.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7385,0820503001B,1,VALLÈS OCCIDENTAL,,,113,196,25,47,115,10,27,5,,,1,,,,,,,663,7385-1230fb3c-d8b8-4e15-ad48-067ebe5a2459.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7386,0820503002A,1,VALLÈS OCCIDENTAL,4,8,136,255,37,38,152,23,31,,,,,,,,,,,749,7386-4bdb1ef1-8aca-4c3a-942a-6fad77367445.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7387,0820503002B,1,VALLÈS OCCIDENTAL,1,7,174,240,53,41,154,19,56,4,,,1,,,,,,,828,7387-034f60bb-81ee-4df2-aa71-96cf1a7bb094.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7388,0820503003A,1,VALLÈS OCCIDENTAL,1,4,116,210,41,53,126,23,41,2,,,,,,,,,,710,7388-97762e24-fb5d-44ea-9681-a5fbab5e1fbf.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7389,0820503003B,1,VALLÈS OCCIDENTAL,3,1,113,212,43,55,138,25,52,6,0,,2,,,,,,,763,7389-15e07992-81eb-4677-83a6-58ba28c17eec.jpg,1,1,CDR,2018-01-04 14:34:13,vallesoc01,1,1
7390,0820503004A,1,VALLÈS OCCIDENTAL,2,6,110,185,37,50,136,30,38,4,,,1,,,,,,,696,7390-1854a2b4-da01-45d6-856a-a38580e757bd.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7391,0820503004B,1,VALLÈS OCCIDENTAL,2,3,161,177,42,63,141,29,31,3,0,0,1,0,0,0,0,0,0,740,7391-1516703013-799a6533260d4ac3bc1f1acc3f97ac8b-95ef571da24ed7b1d8c96811916e24c4.jpg,1,1,CDR,2018-01-23 17:30:48,vallesoc01,1,1
7392,0820504001U,1,VALLÈS OCCIDENTAL,4,5,160,232,92,50,125,23,56,8,,,,,,,,,,904,7392-717ee0b2-2570-4a31-bfbc-26faf049f8fe.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
7393,0820504002U,1,VALLÈS OCCIDENTAL,4,4,204,220,94,80,118,17,86,2,,,,,,,,,,985,7393-0521b921-7b32-43bb-93af-15612263ecb9.jpg,1,1,ANC,2017-12-31 10:01:15,,1,1
