IDMESA,CODI_MESA,COD_PROV,CODI_LOCAL,MUNICIPI,COMARCA,G35,CODI_MUNICIPI,DISTRICTE,SECCIO,SUBSECCIO,MESA,LLETRA_INICI,LLETRA_FI,CODI_LOCAL_ORIGEN,CODI_LOCAL,LOCAL_ELECTORAL_ADRECA,LOCAL_ELECTORAL,ADRECA,IDMESAMESESCOLA,NOSEQUEES
71,1706604007U,17,c1743,FIGUERES,ALT EMPORDA,ALTEMPORDA1G35,66,4,7,,U,A,Z,,c1743,CENTRE SOCIAL DE L'OLIVAR GRAN ; CARRE PERE TEIXIDOR 8,CENTRE SOCIAL DE L'OLIVAR GRAN,CARRE PERE TEIXIDOR 8,71#1706604007U#CENTRE SOCIAL DE L'OLIVAR GRAN ; CARRE PERE TEIXIDOR 8,
72,1706604008U,17,c1744,FIGUERES,ALT EMPORDA,ALTEMPORDA1G35,66,4,8,,U,A,Z,,c1744,LOCAL SOCIAL DEL RALLI SUD ; CARRE POUS I PAGES 9,LOCAL SOCIAL DEL RALLI SUD,CARRE POUS I PAGES 9,72#1706604008U#LOCAL SOCIAL DEL RALLI SUD ; CARRE POUS I PAGES 9,
73,1706604009U,17,c1742,FIGUERES,ALT EMPORDA,ALTEMPORDA1G35,66,4,9,,U,A,Z,,c1742,COL·LEGI JOAQUIM CUSI I FORTUNET ; CARRE MET MIRAVITLLES 1,COL·LEGI JOAQUIM CUSI I FORTUNET,CARRE MET MIRAVITLLES 1,73#1706604009U#COL·LEGI JOAQUIM CUSI I FORTUNET ; CARRE MET MIRAVITLLES 1,
74,1707401001U,17,c1751,FORTIÀ,ALT EMPORDA,ALTEMPORDA1G35,74,1,1,,U,A,Z,,c1751,CENTRE AGRÍCOLA I SOCIAL ; PLAÇA EMPORDÀ 1,CENTRE AGRÍCOLA I SOCIAL,PLAÇA EMPORDÀ 1,74#1707401001U#CENTRE AGRÍCOLA I SOCIAL ; PLAÇA EMPORDÀ 1,
75,1707501001U,17,c1752,GARRIGÀS,ALT EMPORDA,ALTEMPORDA1G35,75,1,1,,U,A,Z,,c1752,CENTRE CULTURAL RECINTE ESCOLES ; CARRE GRAN 26,CENTRE CULTURAL RECINTE ESCOLES,CARRE GRAN 26,75#1707501001U#CENTRE CULTURAL RECINTE ESCOLES ; CARRE GRAN 26,
76,1707701001U,17,c1754,GARRIGUELLA,ALT EMPORDA,ALTEMPORDA1G35,77,1,1,,U,A,Z,,c1754,SALA POLIVALENT ; CARRE FRANCESC MACIA 2,SALA POLIVALENT,CARRE FRANCESC MACIA 2,76#1707701001U#SALA POLIVALENT ; CARRE FRANCESC MACIA 2,
77,1708601001A,17,c1785,JONQUERA (LA),ALT EMPORDA,ALTEMPORDA1G35,86,1,1,,A,A,K,,c1785,SOCIETAT UNIÓ JONQUERENCA (SALA D'ESPECTACLES) ; CARRE MAJOR 101,SOCIETAT UNIÓ JONQUERENCA (SALA D'ESPECTACLES),CARRE MAJOR 101,77#1708601001A#SOCIETAT UNIÓ JONQUERENCA (SALA D'ESPECTACLES) ; CARRE MAJOR 101,
78,1708601001B,17,c1785,JONQUERA (LA),ALT EMPORDA,ALTEMPORDA1G35,86,1,1,,B,L,Z,,c1785,SOCIETAT UNIÓ JONQUERENCA (SALA D'ESPECTACLES) ; CARRE MAJOR 101,SOCIETAT UNIÓ JONQUERENCA (SALA D'ESPECTACLES),CARRE MAJOR 101,78#1708601001B#SOCIETAT UNIÓ JONQUERENCA (SALA D'ESPECTACLES) ; CARRE MAJOR 101,
79,1708601002U,17,c1786,JONQUERA (LA),ALT EMPORDA,ALTEMPORDA1G35,86,1,2,,U,A,Z,,c1786,EDIFICI CAN LAPORTA ; CARRE MAJOR 2,EDIFICI CAN LAPORTA,CARRE MAJOR 2,79#1708601002U#EDIFICI CAN LAPORTA ; CARRE MAJOR 2,
80,1708801001U,17,c1788,LLADÓ,ALT EMPORDA,ALTEMPORDA1G35,88,1,1,,U,A,Z,,c1788,SALA DE SANT JOAN ; PLAÇA PRIORAT 4,SALA DE SANT JOAN,PLAÇA PRIORAT 4,80#1708801001U#SALA DE SANT JOAN ; PLAÇA PRIORAT 4,
82,1709201001A,17,c1792,LLANÇÀ,ALT EMPORDA,ALTEMPORDA1G35,92,1,1,,A,A,K,,c1792,CASA DEL MAR DE L'INSTITUT SOCIAL MARINA ; CARRE CASTELLAR 27  CASC URBA I6311- PORT (EL),CASA DEL MAR DE L'INSTITUT SOCIAL MARINA,CARRE CASTELLAR 27  CASC URBA I6311- PORT (EL),82#1709201001A#CASA DEL MAR DE L'INSTITUT SOCIAL MARINA ; CARRE CASTELLAR 27  CASC URBA I6311- PORT (EL),
83,1709201001B,17,c1792,LLANÇÀ,ALT EMPORDA,ALTEMPORDA1G35,92,1,1,,B,L,Z,,c1792,CASA DEL MAR DE L'INSTITUT SOCIAL MARINA ; CARRE CASTELLAR 27  CASC URBA - PORT (EL),CASA DEL MAR DE L'INSTITUT SOCIAL MARINA,CARRE CASTELLAR 27  CASC URBA - PORT (EL),83#1709201001B#CASA DEL MAR DE L'INSTITUT SOCIAL MARINA ; CARRE CASTELLAR 27  CASC URBA - PORT (EL),
84,1709201002A,17,c1793,LLANÇÀ,ALT EMPORDA,ALTEMPORDA1G35,92,1,2,,A,A,K,,c1793,CASA DE CULTURA ; PLAÇA MAJOR 3  VILA (LA),CASA DE CULTURA,PLAÇA MAJOR 3  VILA (LA),84#1709201002A#CASA DE CULTURA ; PLAÇA MAJOR 3  VILA (LA),
85,1709201002B,17,c1793,LLANÇÀ,ALT EMPORDA,ALTEMPORDA1G35,92,1,2,,B,L,Z,,c1793,CASA DE CULTURA ; PLAÇA MAJOR 3  VILA (LA),CASA DE CULTURA,PLAÇA MAJOR 3  VILA (LA),85#1709201002B#CASA DE CULTURA ; PLAÇA MAJOR 3  VILA (LA),
86,1709201003U,17,c1794,LLANÇÀ,ALT EMPORDA,ALTEMPORDA1G35,92,1,3,,U,A,Z,,c1794,COL·LEGI POMPEU FABRA ; PLAÇA ESPLANES S/N  VILA (LA),COL·LEGI POMPEU FABRA,PLAÇA ESPLANES S/N  VILA (LA),86#1709201003U#COL·LEGI POMPEU FABRA ; PLAÇA ESPLANES S/N  VILA (LA),
4072,1709301001U,17,c1795,LLERS,ALT EMPORDA,ALTEMPORDA1G35,93,1,1,,U,A,Z,,c1795,AJUNTAMENT DE LLERS ; CARRE SANT QUIRZE 16,AJUNTAMENT DE LLERS,CARRE SANT QUIRZE 16,4072#1709301001U#AJUNTAMENT DE LLERS ; CARRE SANT QUIRZE 16,
87,1710001001U,17,c1805,MASARAC,ALT EMPORDA,ALTEMPORDA1G35,100,1,1,,U,A,Z,,c1805,AJUNTAMENT DE MASARAC ; PLAÇA MAJOR 1,AJUNTAMENT DE MASARAC,PLAÇA MAJOR 1,87#1710001001U#AJUNTAMENT DE MASARAC ; PLAÇA MAJOR 1,
88,1710601001U,17,c1810,MOLLET DE PERALADA,ALT EMPORDA,ALTEMPORDA1G35,106,1,1,,U,A,Z,,c1810,AJUNTAMENT DE MOLLET DE PERALADA (VESTÍBUL) ; CARRE PLAÇA 12,AJUNTAMENT DE MOLLET DE PERALADA (VESTÍBUL),CARRE PLAÇA 12,88#1710601001U#AJUNTAMENT DE MOLLET DE PERALADA (VESTÍBUL) ; CARRE PLAÇA 12,
89,1711101001U,17,c1814,NAVATA,ALT EMPORDA,ALTEMPORDA1G35,111,1,1,,U,A,Z,,c1814,DISPENSARI MUNICIPAL ; C/ ESCOLES 12,DISPENSARI MUNICIPAL,C/ ESCOLES 12,89#1711101001U#DISPENSARI MUNICIPAL ; C/ ESCOLES 12,
90,1711501001U,17,c1837,ORDIS,ALT EMPORDA,ALTEMPORDA1G35,115,1,1,,U,A,Z,,c1837,AJUNTAMENT D'ORDIS (BAIXOS) ; PLAÇA ESGLESIA S/N,AJUNTAMENT D'ORDIS (BAIXOS),PLAÇA ESGLESIA S/N,90#1711501001U#AJUNTAMENT D'ORDIS (BAIXOS) ; PLAÇA ESGLESIA S/N,
91,1711901001U,17,c1855,PALAU DE SANTA EULÀLIA,ALT EMPORDA,ALTEMPORDA1G35,119,1,1,,U,A,Z,,c1855,AJUNTAMENT DE PALAU DE SANTA EULÀLIA (SALA D'ACTES) ; C/ GARRIGÀS 4  SANTA EULÀLIA,AJUNTAMENT DE PALAU DE SANTA EULÀLIA (SALA D'ACTES),C/ GARRIGÀS 4  SANTA EULÀLIA,91#1711901001U#AJUNTAMENT DE PALAU DE SANTA EULÀLIA (SALA D'ACTES) ; C/ GARRIGÀS 4  SANTA EULÀLIA,
92,1712001001U,17,c1856,PALAU-SAVERDERA,ALT EMPORDA,ALTEMPORDA1G35,120,1,1,,U,A,Z,,c1856,HOTEL D'ENTITATS (PLANTA BAIXA) ; CARRE NOU 49,HOTEL D'ENTITATS (PLANTA BAIXA),CARRE NOU 49,92#1712001001U#HOTEL D'ENTITATS (PLANTA BAIXA) ; CARRE NOU 49,
93,1712801001U,17,c1862,PAU,ALT EMPORDA,ALTEMPORDA1G35,128,1,1,,U,A,Z,,c1862,DISPENSARI MÈDIC (SALA D'ESPERA) ; CARRE REI 2,DISPENSARI MÈDIC (SALA D'ESPERA),CARRE REI 2,93#1712801001U#DISPENSARI MÈDIC (SALA D'ESPERA) ; CARRE REI 2,
94,1712901001U,17,c1863,PEDRET I MARZÀ,ALT EMPORDA,ALTEMPORDA1G35,129,1,1,,U,A,Z,,c1863,CENTRE CIVIC ; CARRE MAR 13  MARZA,CENTRE CIVIC,CARRE MAR 13  MARZA,94#1712901001U#CENTRE CIVIC ; CARRE MAR 13  MARZA,
95,1713201001A,17,c1865,PERALADA,ALT EMPORDA,ALTEMPORDA1G35,132,1,1,,A,A,K,,c1865,CENTRE SOCIOSANITARI ; CARRE CAMI DE LA GARRIGA 1,CENTRE SOCIOSANITARI,CARRE CAMI DE LA GARRIGA 1,95#1713201001A#CENTRE SOCIOSANITARI ; CARRE CAMI DE LA GARRIGA 1,
96,1713201001B,17,c1865,PERALADA,ALT EMPORDA,ALTEMPORDA1G35,132,1,1,,B,L,Z,,c1865,CENTRE SOCIOSANITARI ; CARRE CAMI DE LA GARRIGA 1,CENTRE SOCIOSANITARI,CARRE CAMI DE LA GARRIGA 1,96#1713201001B#CENTRE SOCIOSANITARI ; CARRE CAMI DE LA GARRIGA 1,
97,1713201001C,17,c1866,PERALADA,ALT EMPORDA,ALTEMPORDA1G35,132,1,1,,C,A,Z,,c1866,CAN SALA (SALA D'ACTES) ; PLAÇA MAJOR 2  VILANOVA DE LA MUGA,CAN SALA (SALA D'ACTES),PLAÇA MAJOR 2  VILANOVA DE LA MUGA,97#1713201001C#CAN SALA (SALA D'ACTES) ; PLAÇA MAJOR 2  VILANOVA DE LA MUGA,
98,1713501001U,17,c1869,PONT DE MOLINS,ALT EMPORDA,ALTEMPORDA1G35,135,1,1,,U,A,Z,,c1869,DISPENSARI MUNICIPAL ; PLAÇA DR. JORDI CUFFÍ CASELLAS 1,DISPENSARI MUNICIPAL,PLAÇA DR. JORDI CUFFÍ CASELLAS 1,98#1713501001U#DISPENSARI MUNICIPAL ; PLAÇA DR. JORDI CUFFÍ CASELLAS 1,
99,1713601001U,17,c1870,PONTÓS,ALT EMPORDA,ALTEMPORDA1G35,136,1,1,,U,A,Z,,c1870,COL.LEGI PUBLIC ; CARRE CREU 18,COL.LEGI PUBLIC,CARRE CREU 18,99#1713601001U#COL.LEGI PUBLIC ; CARRE CREU 18,
100,1714001001U,17,c1877,PORT DE LA SELVA (EL),ALT EMPORDA,ALTEMPORDA1G35,140,1,1,,U,A,Z,,c1877,CENTRE CÍVIC MOLL D'EN BALLEU - SALA DEL BALL ; C/ MOLL D'EN BALLEU 2,CENTRE CÍVIC MOLL D'EN BALLEU - SALA DEL BALL,C/ MOLL D'EN BALLEU 2,100#1714001001U#CENTRE CÍVIC MOLL D'EN BALLEU - SALA DEL BALL ; C/ MOLL D'EN BALLEU 2,
101,1713801001A,17,c1874,PORTBOU,ALT EMPORDA,ALTEMPORDA1G35,138,1,1,,A,A,K,,c1874,SALA WALTER BENJAMIN ; AV BARCELONA 7,SALA WALTER BENJAMIN,AV BARCELONA 7,101#1713801001A#SALA WALTER BENJAMIN ; AV BARCELONA 7,
102,1713801001B,17,c1874,PORTBOU,ALT EMPORDA,ALTEMPORDA1G35,138,1,1,,B,L,Z,,c1874,SALA WALTER BENJAMIN ; AV BARCELONA 7,SALA WALTER BENJAMIN,AV BARCELONA 7,102#1713801001B#SALA WALTER BENJAMIN ; AV BARCELONA 7,
103,1714301001U,17,c1881,RABÓS,ALT EMPORDA,ALTEMPORDA1G35,143,1,1,,U,A,Z,,c1881,TELE CLUB ; CARRE PLAÇA 2,TELE CLUB,CARRE PLAÇA 2,103#1714301001U#TELE CLUB ; CARRE PLAÇA 2,
104,1715101001U,17,c1895,RIUMORS,ALT EMPORDA,ALTEMPORDA1G35,151,1,1,,U,A,Z,,c1895,LOCAL DE JOVES ; C/ PLAÇA VELLA 6,LOCAL DE JOVES,C/ PLAÇA VELLA 6,104#1715101001U#LOCAL DE JOVES ; C/ PLAÇA VELLA 6,
105,1715201001A,17,c1896,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,1,1,,A,A,K,,c1896,CASA CAMBÓ ; PLAÇA CATALUNYA (DE) 13,CASA CAMBÓ,PLAÇA CATALUNYA (DE) 13,105#1715201001A#CASA CAMBÓ ; PLAÇA CATALUNYA (DE) 13,
106,1715201001B,17,c1896,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,1,1,,B,L,Z,,c1896,CASA CAMBÓ ; PLAÇA CATALUNYA (DE) 13,CASA CAMBÓ,PLAÇA CATALUNYA (DE) 13,106#1715201001B#CASA CAMBÓ ; PLAÇA CATALUNYA (DE) 13,
107,1715201002A,17,c1897,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,1,2,,A,A,K,,c1897,TEATRE MUNICIPAL DE ROSES ; C TARRAGONA (DE) 71,TEATRE MUNICIPAL DE ROSES,C TARRAGONA (DE) 71,107#1715201002A#TEATRE MUNICIPAL DE ROSES ; C TARRAGONA (DE) 71,
108,1715201002B,17,c1897,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,1,2,,B,L,Z,,c1897,TEATRE MUNICIPAL DE ROSES ; C TARRAGONA (DE) 71,TEATRE MUNICIPAL DE ROSES,C TARRAGONA (DE) 71,108#1715201002B#TEATRE MUNICIPAL DE ROSES ; C TARRAGONA (DE) 71,
109,1715201003A,17,c1898,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,1,3,,A,A,L,,c1898,I.E.S. CAP NORFEU ; C PONENT (DE) 40,I.E.S. CAP NORFEU,C PONENT (DE) 40,109#1715201003A#I.E.S. CAP NORFEU ; C PONENT (DE) 40,
110,1715201003B,17,c1898,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,1,3,,B,M,Z,,c1898,I.E.S. CAP NORFEU ; C PONENT (DE) 40,I.E.S. CAP NORFEU,C PONENT (DE) 40,110#1715201003B#I.E.S. CAP NORFEU ; C PONENT (DE) 40,
111,1715201004A,17,c1898,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,1,4,,A,A,L,,c1898,I.E.S. CAP NORFEU ; C PONENT (DE) 40,I.E.S. CAP NORFEU,C PONENT (DE) 40,111#1715201004A#I.E.S. CAP NORFEU ; C PONENT (DE) 40,
112,1715201004B,17,c1898,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,1,4,,B,M,Z,,c1898,I.E.S. CAP NORFEU ; C PONENT (DE) 40,I.E.S. CAP NORFEU,C PONENT (DE) 40,112#1715201004B#I.E.S. CAP NORFEU ; C PONENT (DE) 40,
113,1715201005U,17,c1898,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,1,5,,U,A,Z,,c1898,I.E.S. CAP NORFEU ; C PONENT (DE) 40,I.E.S. CAP NORFEU,C PONENT (DE) 40,113#1715201005U#I.E.S. CAP NORFEU ; C PONENT (DE) 40,
114,1715201006A,17,c1897,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,1,6,,A,A,K,,c1897,TEATRE MUNICIPAL DE ROSES ; C TARRAGONA (DE) 71,TEATRE MUNICIPAL DE ROSES,C TARRAGONA (DE) 71,114#1715201006A#TEATRE MUNICIPAL DE ROSES ; C TARRAGONA (DE) 71,
115,1715201006B,17,c1897,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,1,6,,B,L,Z,,c1897,TEATRE MUNICIPAL DE ROSES ; C TARRAGONA (DE) 71,TEATRE MUNICIPAL DE ROSES,C TARRAGONA (DE) 71,115#1715201006B#TEATRE MUNICIPAL DE ROSES ; C TARRAGONA (DE) 71,
116,1715202001A,17,c1899,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,2,1,,A,A,L,,c1899,CASAL DEL PESCADOR (SALA PRIMER PIS) ; C RIERA GINJOLERS (DE LA) 22,CASAL DEL PESCADOR (SALA PRIMER PIS),C RIERA GINJOLERS (DE LA) 22,116#1715202001A#CASAL DEL PESCADOR (SALA PRIMER PIS) ; C RIERA GINJOLERS (DE LA) 22,
117,1715202001B,17,c1899,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,2,1,,B,M,Z,,c1899,CASAL DEL PESCADOR (SALA PRIMER PIS) ; C RIERA GINJOLERS (DE LA) 22,CASAL DEL PESCADOR (SALA PRIMER PIS),C RIERA GINJOLERS (DE LA) 22,117#1715202001B#CASAL DEL PESCADOR (SALA PRIMER PIS) ; C RIERA GINJOLERS (DE LA) 22,
118,1715202002A,17,c1899,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,2,2,,A,A,K,,c1899,CASAL DEL PESCADOR (SALA PRIMER PIS) ; C RIERA GINJOLERS (DE LA) 22,CASAL DEL PESCADOR (SALA PRIMER PIS),C RIERA GINJOLERS (DE LA) 22,118#1715202002A#CASAL DEL PESCADOR (SALA PRIMER PIS) ; C RIERA GINJOLERS (DE LA) 22,
119,1715202002B,17,c1899,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,2,2,,B,L,Z,,c1899,CASAL DEL PESCADOR (SALA PRIMER PIS) ; C RIERA GINJOLERS (DE LA) 22,CASAL DEL PESCADOR (SALA PRIMER PIS),C RIERA GINJOLERS (DE LA) 22,119#1715202002B#CASAL DEL PESCADOR (SALA PRIMER PIS) ; C RIERA GINJOLERS (DE LA) 22,
120,1715202003U,17,c1900,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,2,3,,U,A,Z,,c1900,CEIP NARCIS MONTURIOL ; AV RHODE (DE) 239,CEIP NARCIS MONTURIOL,AV RHODE (DE) 239,120#1715202003U#CEIP NARCIS MONTURIOL ; AV RHODE (DE) 239,
121,1715202004U,17,c1901,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,2,4,,U,A,Z,,c1901,CEIP ELS GRECS ; C BERNAT DESCLOT (DE) 12  SUREDES D'EN MAIRO-GRECS-MUNTANYETA,CEIP ELS GRECS,C BERNAT DESCLOT (DE) 12  SUREDES D'EN MAIRO-GRECS-MUNTANYETA,121#1715202004U#CEIP ELS GRECS ; C BERNAT DESCLOT (DE) 12  SUREDES D'EN MAIRO-GRECS-MUNTANYETA,
122,1715202005A,17,c1900,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,2,5,,A,A,L,,c1900,CEIP NARCIS MONTURIOL ; AV RHODE (DE) 239,CEIP NARCIS MONTURIOL,AV RHODE (DE) 239,122#1715202005A#CEIP NARCIS MONTURIOL ; AV RHODE (DE) 239,
123,1715202005B,17,c1900,ROSES,ALT EMPORDA,ALTEMPORDA1G35,152,2,5,,B,M,Z,,c1900,CEIP NARCIS MONTURIOL ; AV RHODE (DE) 239,CEIP NARCIS MONTURIOL,AV RHODE (DE) 239,123#1715202005B#CEIP NARCIS MONTURIOL ; AV RHODE (DE) 239,
124,1715801001U,17,c1913,SANT CLIMENT SESCEBES,ALT EMPORDA,ALTEMPORDA1G35,158,1,1,,U,A,Z,,c1913,ESCOLA SANT SEBASTIÀ ; CARRE ICARIA 17,ESCOLA SANT SEBASTIÀ,CARRE ICARIA 17,124#1715801001U#ESCOLA SANT SEBASTIÀ ; CARRE ICARIA 17,
125,1717101001U,17,c1937,SANT LLORENÇ DE LA MUGA,ALT EMPORDA,ALTEMPORDA1G35,171,1,1,,U,A,Z,,c1937,AJUNTAMENT DE SANT LLORENÇ DE LA MUGA (SALA D'EXPOSICIONS) ; CARRE ESGLESIA 3,AJUNTAMENT DE SANT LLORENÇ DE LA MUGA (SALA D'EXPOSICIONS),CARRE ESGLESIA 3,125#1717101001U#AJUNTAMENT DE SANT LLORENÇ DE LA MUGA (SALA D'EXPOSICIONS) ; CARRE ESGLESIA 3,
126,1717501001U,17,c1941,SANT MIQUEL DE FLUVIÀ,ALT EMPORDA,ALTEMPORDA1G35,175,1,1,,U,A,Z,,c1941,"CENTRE CIVIC ""EL CLUB"" ; CARRE ESTACIO 12","CENTRE CIVIC ""EL CLUB""",CARRE ESTACIO 12,"126#1717501001U#CENTRE CIVIC ""EL CLUB"" ; CARRE ESTACIO 12",
127,1717601001U,17,c1942,SANT MORI,ALT EMPORDA,ALTEMPORDA1G35,176,1,1,,U,A,Z,,c1942,AJUNTAMENT DE SANT MORI ; CARRE SERRES (DE LES) 2,AJUNTAMENT DE SANT MORI,CARRE SERRES (DE LES) 2,127#1717601001U#AJUNTAMENT DE SANT MORI ; CARRE SERRES (DE LES) 2,
128,1717801001A,17,c1944,SANT PERE PESCADOR,ALT EMPORDA,ALTEMPORDA1G35,178,1,1,,A,A,L,,c1944,CASAL DE SANT PERE PESCADOR (1ª PLANTA) ; CARRE FORN 2,CASAL DE SANT PERE PESCADOR (1ª PLANTA),CARRE FORN 2,128#1717801001A#CASAL DE SANT PERE PESCADOR (1ª PLANTA) ; CARRE FORN 2,
129,1717801001B,17,c1944,SANT PERE PESCADOR,ALT EMPORDA,ALTEMPORDA1G35,178,1,1,,B,M,Z,,c1944,CASAL DE SANT PERE PESCADOR (1ª PLANTA) ; CARRE FORN 2,CASAL DE SANT PERE PESCADOR (1ª PLANTA),CARRE FORN 2,129#1717801001B#CASAL DE SANT PERE PESCADOR (1ª PLANTA) ; CARRE FORN 2,
130,1718201001U,17,c1947,SANTA LLOGAIA D'ÀLGUEMA,ALT EMPORDA,ALTEMPORDA1G35,182,1,1,,U,A,Z,,c1947,CENTRE CÍVIC DE SANTA LLOGAIA D'ÀLGUEMA ; CARRE ESCOLES 9,CENTRE CÍVIC DE SANTA LLOGAIA D'ÀLGUEMA,CARRE ESCOLES 9,130#1718201001U#CENTRE CÍVIC DE SANTA LLOGAIA D'ÀLGUEMA ; CARRE ESCOLES 9,
131,1718701001U,17,c1957,"SAUS, CAMALLERA I LLAMPAIES",ALT EMPORDA,ALTEMPORDA1G35,187,1,1,,U,A,Z,,c1957,CASA DE LA VILA ; PL VILA (DE LA) S/N - CAMALLERA,CASA DE LA VILA,PL VILA (DE LA) S/N - CAMALLERA,131#1718701001U#CASA DE LA VILA ; PL VILA (DE LA) S/N - CAMALLERA,
132,1718801001U,17,c1958,SELVA DE MAR (LA),ALT EMPORDA,ALTEMPORDA1G35,188,1,1,,U,A,Z,,c1958,CENTRE CULTURAL I D'ESBARJO ; CTRA PORT DE LA SELVA S/N,CENTRE CULTURAL I D'ESBARJO,CTRA PORT DE LA SELVA S/N,132#1718801001U#CENTRE CULTURAL I D'ESBARJO ; CTRA PORT DE LA SELVA S/N,
133,1705201001U,17,c1709,SIURANA,ALT EMPORDA,ALTEMPORDA1G35,52,1,1,,U,A,Z,,c1709,AJUNTAMENT DE SIURANA (BAIXOS) ; PLAÇA AJUNTAMENT 3,AJUNTAMENT DE SIURANA (BAIXOS),PLAÇA AJUNTAMENT 3,133#1705201001U#AJUNTAMENT DE SIURANA (BAIXOS) ; PLAÇA AJUNTAMENT 3,
134,1719601001U,17,c1966,TERRADES,ALT EMPORDA,ALTEMPORDA1G35,196,1,1,,U,A,Z,,c1966,AJUNTAMENT DE TERRADES ; CARRE MAJOR 7,AJUNTAMENT DE TERRADES,CARRE MAJOR 7,134#1719601001U#AJUNTAMENT DE TERRADES ; CARRE MAJOR 7,
135,1719801001U,17,c1968,TORROELLA DE FLUVIÀ,ALT EMPORDA,ALTEMPORDA1G35,198,1,1,,U,A,Z,,c1968,SALA D'EXPOSICIONS ; PLAÇA AJUNTAMENT 2,SALA D'EXPOSICIONS,PLAÇA AJUNTAMENT 2,135#1719801001U#SALA D'EXPOSICIONS ; PLAÇA AJUNTAMENT 2,
136,1701401001U,17,c1636,VAJOL (LA),ALT EMPORDA,ALTEMPORDA1G35,14,1,1,,U,A,Z,,c1636,AJUNTAMENT DE LA VAJOL (BAIXOS) ; CARRE PONENT S/N,AJUNTAMENT DE LA VAJOL (BAIXOS),CARRE PONENT S/N,136#1701401001U#AJUNTAMENT DE LA VAJOL (BAIXOS) ; CARRE PONENT S/N,
137,1721001001U,17,c1985,VENTALLÓ,ALT EMPORDA,ALTEMPORDA1G35,210,1,1,,U,A,Z,,c1985,ESCOLES MUNICIPALS ; CARRE ESCOLES 1,ESCOLES MUNICIPALS,CARRE ESCOLES 1,137#1721001001U#ESCOLES MUNICIPALS ; CARRE ESCOLES 1,
138,1723001001U,17,c2006,VILA-SACRA,ALT EMPORDA,ALTEMPORDA1G35,230,1,1,,U,A,Z,,c2006,AJUNTAMENT DE VILA-SACRA ; PLAÇA ABADIA (DE LA) 1,AJUNTAMENT DE VILA-SACRA,PLAÇA ABADIA (DE LA) 1,138#1723001001U#AJUNTAMENT DE VILA-SACRA ; PLAÇA ABADIA (DE LA) 1,
139,1721401001U,17,c1989,VILABERTRAN,ALT EMPORDA,ALTEMPORDA1G35,214,1,1,,U,A,Z,,c1989,ESCOLA TORRE D'EN REIG ; C/ RAMON REIG 3,ESCOLA TORRE D'EN REIG,C/ RAMON REIG 3,139#1721401001U#ESCOLA TORRE D'EN REIG ; C/ RAMON REIG 3,
140,1721701001U,17,c1992,VILADAMAT,ALT EMPORDA,ALTEMPORDA1G35,217,1,1,,U,A,Z,,c1992,CENTRE CIVIC ; PLAÇA VILA (DE LA) 1,CENTRE CIVIC,PLAÇA VILA (DE LA) 1,140#1721701001U#CENTRE CIVIC ; PLAÇA VILA (DE LA) 1,
141,1722101001A,17,c1996,VILAFANT,ALT EMPORDA,ALTEMPORDA1G35,221,1,1,,A,A,L,,c1996,"CEIP ""SOL I VENT"" ; C/ ESCOLES 14","CEIP ""SOL I VENT""",C/ ESCOLES 14,"141#1722101001A#CEIP ""SOL I VENT"" ; C/ ESCOLES 14",
142,1722101001B,17,c1996,VILAFANT,ALT EMPORDA,ALTEMPORDA1G35,221,1,1,,B,M,Z,,c1996,"CEIP ""SOL I VENT"" ; C/ ESCOLES 14","CEIP ""SOL I VENT""",C/ ESCOLES 14,"142#1722101001B#CEIP ""SOL I VENT"" ; C/ ESCOLES 14",
143,1722101002U,17,c1997,VILAFANT,ALT EMPORDA,ALTEMPORDA1G35,221,1,2,,U,A,Z,,c1997,CEIP LES MÈLIES ; C/ COMES (LES) 5  ARENGADES-ENGINYERS,CEIP LES MÈLIES,C/ COMES (LES) 5  ARENGADES-ENGINYERS,143#1722101002U#CEIP LES MÈLIES ; C/ COMES (LES) 5  ARENGADES-ENGINYERS,
